ax,ay,az,gx,gy,gz,label
-0.1055,-0.4098,0.9539,-78.6743,1.5869,-127.4414,shake
-0.1577,-0.1479,0.9679,-78.6743,-6.5918,-150.6958,shake
-0.2458,0.2596,0.9707,-49.6216,4.4556,-127.0142,shake
-0.3437,0.5267,0.9465,-30.9448,7.3853,-82.7026,shake
-0.3293,0.6241,0.9796,1.9531,18.0054,-2.0142,shake
-0.2549,0.4589,0.9884,40.2222,23.6206,66.5283,shake
-0.1792,0.2651,1.0128,62.5610,34.2407,136.5967,shake
-0.0145,-0.2103,1.0885,65.9790,18.9819,151.9165,shake
0.0098,-0.5548,1.0283,64.0259,-13.2446,114.9902,shake
-0.0354,-0.8053,0.7871,36.7432,-10.6812,59.7534,shake
-0.0625,-0.7705,0.7819,-16.1743,-6.1035,-46.0205,shake
-0.0890,-0.4406,0.9476,-49.5605,0.5493,-103.4546,shake
-0.0905,-0.2502,0.9861,-66.8945,-4.7607,-142.9443,shake
-0.1930,0.1088,0.9617,-62.3169,-3.7231,-144.8975,shake
-0.2546,0.3550,0.9736,-41.9922,-1.4038,-105.8350,shake
-0.2972,0.6014,0.9633,-18.2495,6.8359,-50.5371,shake
-0.2787,0.7463,1.0504,33.3862,13.8550,53.6499,shake
-0.1407,0.4871,1.0807,89.4775,9.9487,147.0337,shake
0.0200,-0.1240,1.0774,81.6040,-16.7847,210.5102,shake
0.0385,-0.5511,1.0151,58.2886,-43.5181,181.8237,shake
-0.0808,-0.8190,0.6561,74.2188,-35.0952,90.3320,shake
-0.0574,-0.9807,0.6255,27.4658,6.2866,-1.2207,shake
-0.0605,-0.7299,0.8884,-66.2842,4.8828,-67.0166,shake
-0.1244,-0.3809,0.9193,-81.6040,-2.1362,-141.6016,shake
-0.1490,-0.0730,0.9441,-70.1904,11.7798,-161.4380,shake
-0.2426,0.2585,0.9775,-76.5381,3.6621,-127.3193,shake
-0.3042,0.5115,0.9701,-44.7998,12.2070,-75.8667,shake
-0.3495,0.6678,0.9369,12.1460,22.8882,14.6484,shake
-0.2129,0.5078,1.1042,63.0493,35.7666,84.8999,shake
-0.0997,0.1752,1.0814,63.8428,11.5356,162.9028,shake
0.0272,-0.3365,1.0758,58.8379,-8.7280,174.8047,shake
0.0731,-0.7347,0.9565,79.8950,-25.6958,116.2720,shake
-0.0061,-0.9906,0.6742,38.8794,-28.9917,32.2266,shake
-0.0402,-0.8539,0.7399,-47.4853,-5.6152,-93.0786,shake
-0.0430,-0.3339,1.0099,-100.2197,-1.3428,-148.1323,shake
-0.1333,-0.0345,1.0205,-93.8721,-21.8506,-161.0718,shake
-0.2855,0.3441,0.8898,-64.4531,-10.8643,-141.1133,shake
-0.3610,0.6212,0.9741,-39.8560,-2.6245,-75.7446,shake
